state,year,week,total_patients,ili_patients,providers
New Jersey,2019,48,29570,1154,40
New Meico,2019,48,19580,656,51
New York,2019,48,50568,991,133
North Carolina,2019,48,91886,1705,161
North Dakota,2019,48,2619,78,13
Ohio,2019,48,15280,155,49
Oklahoma,2019,48,8200,312,27
Oregon,2019,48,39147,812,99
Pennsylvania,2019,48,44302,795,126
Rhode Island,2019,48,4093,28,23
South Carolina,2019,48,11045,508,21
South Dakota,2019,48,9370,146,32
Tennessee,2019,48,39874,2092,86
Teas,2019,48,24299,1783,117
Utah,2019,48,16000,608,50
Vermont,2019,48,3915,54,16
Virginia,2019,48,100055,3413,159
Washington,2019,48,11979,427,54
West Virginia,2019,48,10159,123,51
Wisconsin,2019,48,22379,393,47
Wyoming,2019,48,3049,29,20
Commonwealth of the Northern Mariana Islands,2019,48,,,
Puerto Rico,2019,48,4866,315,11
Virgin Islands,2019,48,690,8,2
New York City,2019,48,92755,2895,74
Alabama,2019,49,48312,2441,96
Alaska,2019,49,4697,115,18
Arizona,2019,49,14021,425,30
Arkansas,2019,49,5211,177,15
California,2019,49,61456,1693,124
Colorado,2019,49,36352,1465,70
Connecticut,2019,49,40004,1041,79
Delaware,2019,49,1414,5,7
District of Columbia,2019,49,12312,193,4
Florida,2019,49,,,
Georgia,2019,49,81775,4204,96
Hawaii,2019,49,3538,102,21
Idaho,2019,49,1528,17,6
Illinois,2019,49,87830,2279,189
Indiana,2019,49,5262,127,26
Iowa,2019,49,7554,85,20
Kansas,2019,49,14473,320,32
Kentucky,2019,49,14024,509,43
Louisiana,2019,49,54084,4672,100
Maine,2019,49,13936,216,55
Maryland,2019,49,51376,1421,74
Massachusetts,2019,49,57718,1086,77
Michigan,2019,49,27698,404,84
Minnesota,2019,49,7734,273,20
Mississippi,2019,49,19126,995,46
Missouri,2019,49,3257,36,14
Montana,2019,49,11237,136,42
Nebraska,2019,49,13434,651,67
Nevada,2019,49,12118,337,31
New Hampshire,2019,49,2015,13,14
New Jersey,2019,49,32282,1225,40
New Meico,2019,49,24652,956,51
New York,2019,49,51616,1002,133
North Carolina,2019,49,106224,2275,167
North Dakota,2019,49,3850,86,14
Ohio,2019,49,20172,223,51
Oklahoma,2019,49,10280,375,28
Oregon,2019,49,44332,1162,98
Pennsylvania,2019,49,48244,913,117
Rhode Island,2019,49,5768,51,23
South Carolina,2019,49,12457,615,21
South Dakota,2019,49,11646,197,32
Tennessee,2019,49,44996,2491,88
Teas,2019,49,31345,1902,111
Utah,2019,49,18143,448,50
Vermont,2019,49,4931,65,15
Virginia,2019,49,105275,3717,161
Washington,2019,49,22511,980,54
West Virginia,2019,49,16959,213,51
Wisconsin,2019,49,26095,536,46
Wyoming,2019,49,4818,70,21
Commonwealth of the Northern Mariana Islands,2019,49,,,
Puerto Rico,2019,49,4552,234,11
Virgin Islands,2019,49,682,7,2
New York City,2019,49,103020,3496,73
Alabama,2019,50,48829,2728,97
Alaska,2019,50,5210,161,18
Arizona,2019,50,14000,417,30
Arkansas,2019,50,4521,217,14
California,2019,50,60624,1678,122
Colorado,2019,50,35371,1635,70
Connecticut,2019,50,40729,1094,79
Delaware,2019,50,1379,7,7
District of Columbia,2019,50,14892,478,5
Florida,2019,50,,,
Georgia,2019,50,83369,5492,99
Hawaii,2019,50,3507,88,20
Idaho,2019,50,1516,25,8
Illinois,2019,50,81354,2582,185
Indiana,2019,50,4795,141,26
Iowa,2019,50,7273,91,21
Kansas,2019,50,14287,475,32
Kentucky,2019,50,12676,668,43
Louisiana,2019,50,49960,3985,95
Maine,2019,50,15045,255,55
Maryland,2019,50,49262,1684,73
Massachusetts,2019,50,61698,1099,77
Michigan,2019,50,25433,436,83
Minnesota,2019,50,6844,242,19
Mississippi,2019,50,17731,1027,45
Missouri,2019,50,2670,27,14
Montana,2019,50,10686,140,41
Nebraska,2019,50,13447,772,66
Nevada,2019,50,11832,288,33
New Hampshire,2019,50,2183,25,13
New Jersey,2019,50,32993,1285,41
New Meico,2019,50,24684,1227,50
New York,2019,50,58199,1328,136
North Carolina,2019,50,104909,2488,163
North Dakota,2019,50,2572,99,11
Ohio,2019,50,19544,269,51
Oklahoma,2019,50,9089,375,26
Oregon,2019,50,44964,1608,99
Pennsylvania,2019,50,50275,1067,125
Rhode Island,2019,50,5864,81,23
South Carolina,2019,50,12404,735,21
South Dakota,2019,50,10949,182,32
Tennessee,2019,50,42998,2999,87
Teas,2019,50,24503,2124,98
Utah,2019,50,19399,654,50
Vermont,2019,50,4868,75,15
Virginia,2019,50,107119,4933,160
Washington,2019,50,22946,1328,54
West Virginia,2019,50,15488,183,51
Wisconsin,2019,50,26623,584,45
Wyoming,2019,50,4121,83,19
Commonwealth of the Northern Mariana Islands,2019,50,,,
Puerto Rico,2019,50,3450,253,9
Virgin Islands,2019,50,737,19,2
New York City,2019,50,103270,4260,70
Alabama,2019,51,48311,3401,99
Alaska,2019,51,5568,467,17
Arizona,2019,51,13174,434,30
Arkansas,2019,51,3573,175,13
California,2019,51,57339,1854,124
Colorado,2019,51,36280,1943,70
Connecticut,2019,51,39718,1377,82
Delaware,2019,51,1360,18,7
District of Columbia,2019,51,15579,700,5
Florida,2019,51,,,
Georgia,2019,51,86660,8233,96
Hawaii,2019,51,3414,87,19
Idaho,2019,51,1350,29,7
Illinois,2019,51,82197,3135,188
Indiana,2019,51,3605,143,26
Iowa,2019,51,6504,100,20
Kansas,2019,51,13513,653,32
Kentucky,2019,51,10848,687,35
Louisiana,2019,51,48823,3913,96
Maine,2019,51,14613,318,55
Maryland,2019,51,52113,2306,72
Massachusetts,2019,51,58290,1371,74
Michigan,2019,51,19165,457,81
Minnesota,2019,51,7114,402,20
Mississippi,2019,51,17283,1239,45
Missouri,2019,51,1636,25,14
Montana,2019,51,9922,158,40
Nebraska,2019,51,13349,821,66
Nevada,2019,51,10759,234,29
New Hampshire,2019,51,2226,33,14
New Jersey,2019,51,31352,1474,39
New Meico,2019,51,22322,1621,47
New York,2019,51,56582,1898,135
North Carolina,2019,51,104567,3350,163
North Dakota,2019,51,3528,240,10
Ohio,2019,51,15619,281,49
Oklahoma,2019,51,9007,586,26
Oregon,2019,51,44585,2030,97
Pennsylvania,2019,51,47264,1282,124
Rhode Island,2019,51,5010,101,21
South Carolina,2019,51,10509,836,20
South Dakota,2019,51,11308,243,30
Tennessee,2019,51,42285,4285,75
Teas,2019,51,22144,2605,93
Utah,2019,51,20060,833,50
Vermont,2019,51,4449,90,15
Virginia,2019,51,109509,6424,163
Washington,2019,51,21629,1516,54
West Virginia,2019,51,15352,417,50
Wisconsin,2019,51,25655,830,48
Wyoming,2019,51,5113,117,22
Commonwealth of the Northern Mariana Islands,2019,51,,,
Puerto Rico,2019,51,4388,423,11
Virgin Islands,2019,51,822,24,3
New York City,2019,51,102409,5179,74
Alabama,2019,52,48587,4240,99
Alaska,2019,52,5383,631,17
Arizona,2019,52,9245,463,29
Arkansas,2019,52,2464,194,13
California,2019,52,43414,2040,124
Colorado,2019,52,35680,2569,70
Connecticut,2019,52,42577,2051,82
Delaware,2019,52,738,30,7
District of Columbia,2019,52,10488,603,5
Florida,2019,52,,,
Georgia,2019,52,85598,10480,98
Hawaii,2019,52,2220,73,18
Idaho,2019,52,779,19,7
Illinois,2019,52,81133,4725,187
Indiana,2019,52,1954,121,26
Iowa,2019,52,2455,114,18
Kansas,2019,52,12388,839,32
Kentucky,2019,52,10258,1056,38
Louisiana,2019,52,50603,5220,96
Maine,2019,52,13759,448,55
Maryland,2019,52,50210,3343,73
Massachusetts,2019,52,50809,1819,76
Michigan,2019,52,13705,373,80
Minnesota,2019,52,2626,255,20
Mississippi,2019,52,16077,1356,43
Missouri,2019,52,779,32,14
Montana,2019,52,8830,202,41
Nebraska,2019,52,13058,1342,65
Nevada,2019,52,10219,218,33
New Hampshire,2019,52,1284,38,13
New Jersey,2019,52,31971,2279,39
New Meico,2019,52,26405,3084,48
New York,2019,52,56826,2939,135
North Carolina,2019,52,101852,4869,161
North Dakota,2019,52,3781,320,13
Ohio,2019,52,9494,243,47
Oklahoma,2019,52,9497,816,26
Oregon,2019,52,43693,2558,98
Pennsylvania,2019,52,46329,1763,125
Rhode Island,2019,52,3237,103,23
South Carolina,2019,52,10792,1281,20
South Dakota,2019,52,8906,246,32
Tennessee,2019,52,45451,6712,81
Teas,2019,52,15382,2349,91
Utah,2019,52,17520,1163,50
Vermont,2019,52,3885,104,14
Virginia,2019,52,114066,9140,163
Washington,2019,52,22110,1907,46
West Virginia,2019,52,8230,401,50
Wisconsin,2019,52,24110,949,47
Wyoming,2019,52,3446,181,22
Commonwealth of the Northern Mariana Islands,2019,52,,,
Puerto Rico,2019,52,4202,415,10
Virgin Islands,2019,52,704,9,2
New York City,2019,52,96456,6853,67
Alabama,2020,1,49225,3573,98
Alaska,2020,1,5127,235,17
Arizona,2020,1,10868,483,30
Arkansas,2020,1,3112,122,16
California,2020,1,45550,2217,126
Colorado,2020,1,32327,2178,68
Connecticut,2020,1,45684,2432,82
Delaware,2020,1,976,25,7
District of Columbia,2020,1,11023,469,5
Florida,2020,1,,,
Georgia,2020,1,86686,8109,97
Hawaii,2020,1,2922,102,22
Idaho,2020,1,569,11,5
Illinois,2020,1,86695,4364,190
Indiana,2020,1,2929,96,24
Iowa,2020,1,4136,135,20
Kansas,2020,1,13524,936,31
Kentucky,2020,1,11988,820,40
Louisiana,2020,1,49346,4148,91
Maine,2020,1,15472,524,55
Maryland,2020,1,54334,3456,72
Massachusetts,2020,1,55796,2189,76
Michigan,2020,1,21762,489,82
Minnesota,2020,1,6172,230,23
Mississippi,2020,1,17904,1147,46
Missouri,2020,1,874,31,13
Montana,2020,1,9793,214,41
Nebraska,2020,1,12898,1058,66
Nevada,2020,1,17530,282,36
New Hampshire,2020,1,1466,34,12
New Jersey,2020,1,34387,2477,44
New Meico,2020,1,23686,2520,47
New York,2020,1,56816,2976,131
North Carolina,2020,1,105617,4894,162
North Dakota,2020,1,3032,204,15
Ohio,2020,1,12248,272,49
Oklahoma,2020,1,7746,674,28
Oregon,2020,1,45876,2255,98
Pennsylvania,2020,1,48812,2144,124
Rhode Island,2020,1,3904,112,23
South Carolina,2020,1,11542,1154,20
South Dakota,2020,1,8907,247,32
Tennessee,2020,1,44169,4955,85
Teas,2020,1,26226,2933,114
Utah,2020,1,19260,1250,50
Vermont,2020,1,4479,103,15
Virginia,2020,1,120491,8709,163
Washington,2020,1,20298,1449,54
West Virginia,2020,1,11859,483,50
Wisconsin,2020,1,25569,919,45
Wyoming,2020,1,3789,138,20
Commonwealth of the Northern Mariana Islands,2020,1,,,
Puerto Rico,2020,1,3969,429,9
Virgin Islands,2020,1,735,17,2
New York City,2020,1,100100,7106,70
Alabama,2020,2,46629,2504,98
Alaska,2020,2,4462,202,17
Arizona,2020,2,15236,481,29
Arkansas,2020,2,4594,198,16
California,2020,2,62635,2601,126
Colorado,2020,2,38091,2472,68
Connecticut,2020,2,44963,2378,87
Delaware,2020,2,1493,29,7
District of Columbia,2020,2,14362,425,5
Florida,2020,2,,,
Georgia,2020,2,84576,5862,97
Hawaii,2020,2,4026,105,23
Idaho,2020,2,1593,25,8
Illinois,2020,2,84886,3672,187
Indiana,2020,2,4271,129,26
Iowa,2020,2,5591,146,19
Kansas,2020,2,13833,847,32
Kentucky,2020,2,13140,694,38
Louisiana,2020,2,51271,3556,99
Maine,2020,2,15769,439,55
Maryland,2020,2,53866,2887,74
Massachusetts,2020,2,63610,2142,76
Michigan,2020,2,28153,638,85
Minnesota,2020,2,9244,337,24
Mississippi,2020,2,16533,803,45
Missouri,2020,2,1865,36,13
Montana,2020,2,10232,210,42
Nebraska,2020,2,12650,822,65
Nevada,2020,2,19798,300,36
New Hampshire,2020,2,1965,51,13
New Jersey,2020,2,34955,2361,45
New Meico,2020,2,27108,2463,50
New York,2020,2,48551,1891,131
North Carolina,2020,2,108645,4082,165
North Dakota,2020,2,4005,201,15
Ohio,2020,2,16806,279,48
Oklahoma,2020,2,8612,513,27
Oregon,2020,2,45698,1678,99
Pennsylvania,2020,2,50550,1702,124
Rhode Island,2020,2,4912,196,23
South Carolina,2020,2,10774,796,20
South Dakota,2020,2,10226,274,32
Tennessee,2020,2,43625,3677,85
Teas,2020,2,30059,3008,116
Utah,2020,2,19294,971,50
Vermont,2020,2,4849,104,16
Virginia,2020,2,109581,6469,162
Washington,2020,2,22028,1075,54
West Virginia,2020,2,17253,575,52
Wisconsin,2020,2,25342,825,46
Wyoming,2020,2,5159,208,21
Commonwealth of the Northern Mariana Islands,2020,2,,,
Puerto Rico,2020,2,3756,478,9
Virgin Islands,2020,2,909,43,3
New York City,2020,2,103479,6530,68
Alabama,2020,3,47097,2657,96
Alaska,2020,3,4837,214,18
Arizona,2020,3,14593,639,28
Arkansas,2020,3,4985,324,15
California,2020,3,63636,2738,123
Colorado,2020,3,38111,2403,68
Connecticut,2020,3,43546,2558,83
Delaware,2020,3,1390,32,7
District of Columbia,2020,3,14737,427,5
Florida,2020,3,,,
Georgia,2020,3,78873,5332,96
Hawaii,2020,3,4172,143,23
Idaho,2020,3,1920,28,8
Illinois,2020,3,84243,3804,191
Indiana,2020,3,4216,129,23
Iowa,2020,3,5675,147,19
Kansas,2020,3,13330,854,32
Kentucky,2020,3,13485,1008,45
Louisiana,2020,3,52793,3752,99
Maine,2020,3,14571,582,55
Maryland,2020,3,53978,3143,74
Massachusetts,2020,3,62349,2590,77
Michigan,2020,3,28575,622,84
Minnesota,2020,3,8758,286,24
Mississippi,2020,3,17272,895,44
Missouri,2020,3,2460,145,13
Montana,2020,3,11467,243,43
Nebraska,2020,3,11859,690,65
Nevada,2020,3,19825,247,37
New Hampshire,2020,3,2198,60,14
New Jersey,2020,3,34380,2463,46
New Meico,2020,3,26561,2513,51
New York,2020,3,56594,2824,135
North Carolina,2020,3,111862,4492,163
North Dakota,2020,3,2975,123,10
Ohio,2020,3,17529,364,49
Oklahoma,2020,3,8960,773,26
Oregon,2020,3,43361,1378,98
Pennsylvania,2020,3,50792,1852,124
Rhode Island,2020,3,4861,287,23
South Carolina,2020,3,13016,876,21
South Dakota,2020,3,9123,288,32
Tennessee,2020,3,42815,3679,87
Teas,2020,3,29245,3100,114
Utah,2020,3,20175,1344,50
Vermont,2020,3,4820,132,16
Virginia,2020,3,106718,6131,163
Washington,2020,3,20215,853,53
West Virginia,2020,3,17893,712,53
Wisconsin,2020,3,24425,832,45
Wyoming,2020,3,5012,251,20
Commonwealth of the Northern Mariana Islands,2020,3,,,
Puerto Rico,2020,3,3512,422,9
Virgin Islands,2020,3,745,42,2
New York City,2020,3,103298,7155,70
Alabama,2020,4,47132,3140,97
Alaska,2020,4,4982,249,18
Arizona,2020,4,14653,776,29
Arkansas,2020,4,4770,284,14
California,2020,4,64276,3087,126
Colorado,2020,4,38592,2869,68
Connecticut,2020,4,45941,3368,83
Delaware,2020,4,1099,19,7
District of Columbia,2020,4,12800,444,5
Florida,2020,4,,,
Georgia,2020,4,78817,5206,96
Hawaii,2020,4,3922,142,24
Idaho,2020,4,1264,23,6
Illinois,2020,4,87708,4839,192
Indiana,2020,4,4745,239,25
Iowa,2020,4,5676,142,18
Kansas,2020,4,13668,855,32
Kentucky,2020,4,12582,980,44
Louisiana,2020,4,51232,4208,100
Maine,2020,4,15409,658,55
Maryland,2020,4,52035,3459,72
Massachusetts,2020,4,60990,3062,75
Michigan,2020,4,27085,883,84
Minnesota,2020,4,9414,369,24
Mississippi,2020,4,17992,1045,46
Missouri,2020,4,2637,213,13
Montana,2020,4,11059,349,42
Nebraska,2020,4,12170,648,66
Nevada,2020,4,18562,339,35
New Hampshire,2020,4,2243,69,13
New Jersey,2020,4,34265,2655,45
New Meico,2020,4,26688,2367,51
New York,2020,4,58558,3688,134
North Carolina,2020,4,106732,4679,167
North Dakota,2020,4,3639,180,10
Ohio,2020,4,16510,529,50
Oklahoma,2020,4,10244,918,29
Oregon,2020,4,44615,1506,99
Pennsylvania,2020,4,50861,2084,122
Rhode Island,2020,4,5553,312,23
South Carolina,2020,4,12559,934,21
South Dakota,2020,4,10506,382,32
Tennessee,2020,4,42754,3669,90
Teas,2020,4,31992,3459,114
Utah,2020,4,20487,1509,50
Vermont,2020,4,4995,167,16
Virginia,2020,4,106177,7004,163
Washington,2020,4,21871,966,53
West Virginia,2020,4,16372,907,51
Wisconsin,2020,4,25348,973,46
Wyoming,2020,4,4728,290,20
Commonwealth of the Northern Mariana Islands,2020,4,,,
Puerto Rico,2020,4,3554,426,8
Virgin Islands,2020,4,728,10,2
New York City,2020,4,107246,8228,67
Alabama,2020,5,51932,4688,99
Alaska,2020,5,5134,228,17
Arizona,2020,5,16016,709,29
Arkansas,2020,5,6023,610,16
California,2020,5,67542,3365,127
Colorado,2020,5,39797,3136,68
Connecticut,2020,5,49287,4478,83
Delaware,2020,5,1423,37,7
District of Columbia,2020,5,14828,505,5
Florida,2020,5,,,
Georgia,2020,5,83948,6700,97
Hawaii,2020,5,4289,192,24
Idaho,2020,5,1259,22,6
Illinois,2020,5,94387,6344,190
Indiana,2020,5,4596,227,24
Iowa,2020,5,6512,198,19
Kansas,2020,5,14485,1126,31
Kentucky,2020,5,13394,1249,41
Louisiana,2020,5,54407,5587,101
Maine,2020,5,16309,806,54
Maryland,2020,5,55968,4090,73
Massachusetts,2020,5,67541,3746,78
Michigan,2020,5,25375,943,82
Minnesota,2020,5,10030,486,24
Mississippi,2020,5,15383,1072,43
Missouri,2020,5,3257,296,13
Montana,2020,5,11503,430,41
Nebraska,2020,5,11541,550,65
Nevada,2020,5,20399,339,36
New Hampshire,2020,5,2235,98,13
New Jersey,2020,5,36195,2898,46
New Meico,2020,5,26508,2163,49
New York,2020,5,62585,4361,134
North Carolina,2020,5,114125,5937,163
North Dakota,2020,5,4019,172,14
Ohio,2020,5,17835,826,48
Oklahoma,2020,5,9986,943,27
Oregon,2020,5,44676,1456,99
Pennsylvania,2020,5,53216,2615,123
Rhode Island,2020,5,6382,536,23
South Carolina,2020,5,13633,1289,21
South Dakota,2020,5,10269,389,31
Tennessee,2020,5,44193,4406,87
Teas,2020,5,34044,3818,117
Utah,2020,5,22256,1668,50
Vermont,2020,5,5326,288,16
Virginia,2020,5,113807,9043,164
Washington,2020,5,22260,1044,54
West Virginia,2020,5,16925,1380,53
Wisconsin,2020,5,27280,1310,46
Wyoming,2020,5,4789,321,20
Commonwealth of the Northern Mariana Islands,2020,5,,,
Puerto Rico,2020,5,4018,420,9
Virgin Islands,2020,5,1048,45,3
New York City,2020,5,106623,8398,69
Alabama,2020,6,52155,4785,100
Alaska,2020,6,5321,195,17
Arizona,2020,6,17479,749,30
Arkansas,2020,6,5528,397,16
California,2020,6,67139,3394,123
Colorado,2020,6,37973,2903,68
Connecticut,2020,6,49642,5068,83
Delaware,2020,6,1133,12,6
District of Columbia,2020,6,14663,405,5
Florida,2020,6,,,
Georgia,2020,6,86935,6744,98
Hawaii,2020,6,4247,209,24
Idaho,2020,6,1656,28,8
Illinois,2020,6,92394,6839,189
Indiana,2020,6,5529,359,26
Iowa,2020,6,6864,272,20
Kansas,2020,6,14698,1240,32
Kentucky,2020,6,13154,1459,40
Louisiana,2020,6,52580,5760,100
Maine,2020,6,14984,782,54
Maryland,2020,6,54915,3756,74
Massachusetts,2020,6,65220,4087,77
Michigan,2020,6,27379,1127,84
Minnesota,2020,6,9679,519,24
Mississippi,2020,6,19739,1349,46
Missouri,2020,6,2947,268,13
Montana,2020,6,12242,450,43
Nebraska,2020,6,12226,612,64
Nevada,2020,6,19915,340,35
New Hampshire,2020,6,2132,103,13
New Jersey,2020,6,35977,2832,46
New Meico,2020,6,22801,1771,47
New York,2020,6,60341,4535,135
North Carolina,2020,6,116783,7213,161
North Dakota,2020,6,3917,202,13
Ohio,2020,6,17799,788,50
Oklahoma,2020,6,9885,1013,28
Oregon,2020,6,43905,1330,98
Pennsylvania,2020,6,53169,2700,127
Rhode Island,2020,6,6484,591,23
South Carolina,2020,6,14040,1766,21
South Dakota,2020,6,10286,417,31
Tennessee,2020,6,44371,4134,87
Teas,2020,6,28706,3100,118
Utah,2020,6,20491,1491,50
Vermont,2020,6,4977,260,16
Virginia,2020,6,116286,10382,162
Washington,2020,6,21715,910,54
West Virginia,2020,6,17529,1439,50
Wisconsin,2020,6,27291,1398,45
Wyoming,2020,6,4571,272,20
Commonwealth of the Northern Mariana Islands,2020,6,,,
Puerto Rico,2020,6,3896,439,9
Virgin Islands,2020,6,810,18,3
New York City,2020,6,110016,7860,75
Alabama,2020,7,49734,3750,100
Alaska,2020,7,5226,182,17
Arizona,2020,7,17262,582,29
Arkansas,2020,7,5646,441,17
California,2020,7,60079,2885,125
Colorado,2020,7,37295,2373,68
Connecticut,2020,7,46220,4153,83
Delaware,2020,7,1407,38,7
District of Columbia,2020,7,13957,466,4
Florida,2020,7,,,
Georgia,2020,7,82641,5030,97
Hawaii,2020,7,4340,183,24
Idaho,2020,7,1441,22,6
Illinois,2020,7,89072,5913,190
Indiana,2020,7,5221,320,26
Iowa,2020,7,6128,297,19
Kansas,2020,7,14620,1179,32
Kentucky,2020,7,11972,1161,37
Louisiana,2020,7,53904,5486,99
Maine,2020,7,15866,801,54
Maryland,2020,7,53056,3177,72
Massachusetts,2020,7,63433,3338,76
Michigan,2020,7,25291,1021,83
Minnesota,2020,7,8529,511,22
Mississippi,2020,7,17817,1122,44
Missouri,2020,7,3038,204,13
Montana,2020,7,11843,445,42
Nebraska,2020,7,11692,605,64
Nevada,2020,7,19519,380,34
New Hampshire,2020,7,2167,126,13
New Jersey,2020,7,34092,2257,46
New Meico,2020,7,22114,1449,46
New York,2020,7,58069,3631,134
North Carolina,2020,7,112165,5969,164
North Dakota,2020,7,2093,160,10
Ohio,2020,7,17045,635,48
Oklahoma,2020,7,10192,972,27
Oregon,2020,7,44522,1438,98
Pennsylvania,2020,7,73268,3176,127
Rhode Island,2020,7,6318,570,23
South Carolina,2020,7,13378,1363,21
South Dakota,2020,7,10231,421,32
Tennessee,2020,7,41437,2945,85
Teas,2020,7,32005,3098,115
Utah,2020,7,20365,1200,50
Vermont,2020,7,5376,273,16
Virginia,2020,7,113860,9469,163
Washington,2020,7,22142,889,54
West Virginia,2020,7,16790,1027,50
Wisconsin,2020,7,25911,1340,45
Wyoming,2020,7,4622,233,19
Commonwealth of the Northern Mariana Islands,2020,7,,,
Puerto Rico,2020,7,3926,457,9
Virgin Islands,2020,7,745,19,3
New York City,2020,7,100125,6013,63
Alabama,2020,8,11046,1075,38
Alaska,2020,8,3115,309,14
Arizona,2020,8,15221,632,29
Arkansas,2020,8,5159,328,16
California,2020,8,61186,2762,128
Colorado,2020,8,36459,2086,68
Connecticut,2020,8,45066,3510,87
Delaware,2020,8,1203,45,7
District of Columbia,2020,8,11730,283,4
Florida,2020,8,,,
